,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
R Turay,R Turay,,,2,1,0,50.0,1,30,6,4,0,11,27,1,1,0,0,0,0,0,0,0.4,25.0,111.1,0.0,30.0,30.0,0.0,100.0,14.8,1.1,27.0,0.0,100.0,8.0,27.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,0,,,,0,,0,,,,0.0,6.7,,-270.9,0.2,-313.1,
H Sawaneh,H Sawaneh,,,2,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,2,15,3,2,0,1,30,2,0,2,24,0,0,0,1,0,0,2,0,0,3.0,0,80.0,6.7,15.0,0,30.0,0,0.5,15.0,25.0,3.4,,15.0,-300.9,,-298.1,-0.8
W Moutswi,W Moutswi,,,13,5,0,38.5,9,38,16,2,0,38,64,6,2,0,0,2,0,1,1,0.6,36.2,59.4,48.15,6.33,4.22,3.9,7.599999999999994,3.1,0.6,7.1,4.15,41.5,8.0,10.7,32.0,5,65,17,6,0,4,66,12,3,9,37,2,0,0,2,0,0,2,0,0,5.9,0,56.1,9.1,16.25,0,16.5,0,1.0,11.0,29.5,1.6,3.6,16.2,-262.9,-0.3,-248.1,-0.3
JM Willathgamuwa,JM Willathgamuwa,,,8,4,0,50.0,4,38,9,3,0,48,68,4,0,0,0,2,1,1,0,0.7,26.1,55.9,26.83,9.5,9.5,7.5,21.099999999999994,4.4,0.6,17.0,9.5,44.1,14.0,17.0,22.7,6,84,23,11,0,1,72,5,1,4,31,1,0,0,0,0,0,0,0,0,7.0,0,43.1,15.3,84.0,0,72.0,0,1.2,6.5,35.1,1.5,3.4,84.0,-262.9,-0.3,-229.1,-0.1
CR Pagydyala,CR Pagydyala,,,3,3,0,100.0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,100.0,100.0,0.0,inf,2.0,0.0,100.0,0.0,1.0,2.0,0.0,100.0,,inf,inf,3,20,10,0,0,4,30,4,0,4,17,1,1,0,1,0,1,2,1,0,4.0,0,56.7,0.0,5.0,0,7.5,0,0.7,inf,38.2,2.1,6.0,5.0,-298.9,0.1,-293.1,-0.6
A Emch,A Emch,,,1,0,0,0.0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,inf,inf,1,13,3,1,0,0,6,3,2,1,1,0,0,0,0,0,0,1,0,0,13.0,0,16.7,16.7,inf,0,inf,0,2.2,6.0,33.3,1.0,0.0,inf,-300.9,-0.9,-300.1,0.9
Akbar Khan,Akbar Khan,,,4,0,0,0.0,4,20,16,1,0,20,37,4,1,1,0,2,0,0,0,0.5,47.4,54.1,4.26,5.0,5.0,1.5,70.0,2.7,0.5,9.2,3.25,64.7,10.0,9.2,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,3.2,,-280.9,-0.4,-313.1,
S Mathur,S Mathur,,,4,0,0,0.0,4,63,34,3,1,31,74,4,1,0,0,2,0,1,0,0.4,46.1,85.1,24.94,15.75,15.75,11.62,26.200000000000003,5.4,0.9,18.5,11.25,39.2,14.0,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,5.1,,-237.9,0.0,-313.1,
Muhammad Khan,Muhammad Khan,,,3,0,0,0.0,3,13,1,1,1,18,22,3,1,0,0,2,0,0,0,0.8,18.2,59.1,57.78,4.33,4.33,5.78,-33.5,9.1,0.6,7.3,1.78,75.6,3.0,7.3,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,3.5,,-287.9,-0.3,-313.1,
M Charlie,M Charlie,,,2,2,0,100.0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,2.0,inf,2,28,15,3,0,2,30,1,0,1,12,0,0,0,2,0,0,1,0,0,5.6,0,40.0,10.0,14.0,0,15.0,0,0.9,10.0,64.5,1.5,0.0,14.0,-300.9,-0.9,-285.1,-0.4
Niaz Ali,Niaz Ali,Right hand,Left arm pace,2,0,0,0.0,2,12,2,1,1,8,12,2,0,1,0,1,0,0,0,0.7,33.3,100.0,66.67,6.0,6.0,6.0,0.0,16.7,1.0,6.0,3.0,50.0,2.0,6.0,6.0,2,45,14,6,1,0,34,1,1,0,11,0,0,0,0,0,0,0,0,0,7.9,0,32.4,20.6,inf,0,inf,0,1.3,4.9,40.0,1.9,6.0,inf,-288.9,0.1,-268.1,-0.0
Arafat Minhas,Arafat Minhas,,,5,2,0,40.0,3,39,13,3,2,11,31,3,0,0,0,2,0,1,0,0.4,41.9,125.8,26.59,13.0,13.0,8.0,38.5,16.1,1.3,10.3,6.22,39.6,4.5,10.3,6.2,4,56,15,8,0,5,72,2,1,1,45,2,0,0,3,0,0,2,0,0,4.7,0,62.5,11.1,11.2,0,14.4,0,0.8,9.0,27.0,2.5,7.5,11.2,-261.9,0.4,-257.1,-0.5
Komalpreet Grewal,Komalpreet Grewal,,,1,0,0,0.0,1,2,2,0,0,7,10,1,1,0,0,0,0,0,0,0.7,20.0,20.0,0.0,2.0,2.0,0.0,100.0,0.0,0.2,10.0,0.0,100.0,,10.0,inf,1,37,7,3,0,0,24,4,2,2,7,0,0,0,0,0,0,0,1,0,9.2,0,29.2,12.5,inf,0,inf,0,1.5,8.0,32.1,1.3,1.2,inf,-298.9,-0.7,-276.1,0.2
Rhyda Ofori,Rhyda Ofori,,,1,0,0,0.0,1,1,1,0,0,2,3,1,1,0,0,0,0,0,0,0.7,33.3,33.3,0.0,1.0,1.0,0.0,100.0,0.0,0.3,3.0,0.0,100.0,,3.0,inf,1,13,9,0,0,0,12,2,2,0,3,0,0,0,0,0,0,0,0,0,6.5,0,25.0,0.0,inf,0,inf,0,1.1,inf,50.0,1.5,2.0,inf,-299.9,-0.6,-300.1,-0.2
Emmanuella Nyaaba,Emmanuella Nyaaba,,,1,0,0,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,1,26,15,0,0,1,24,7,1,6,7,1,0,0,0,0,0,0,0,0,6.5,0,29.2,0.0,26.0,0,24.0,0,1.1,inf,37.9,1.4,0.0,26.0,-300.9,-0.9,-287.1,-0.2
Kate Awuah,Kate Awuah,,,1,0,0,0.0,1,7,3,0,0,6,11,0,0,0,0,0,0,0,0,0.5,54.5,63.6,0.0,inf,7.0,0.0,100.0,0.0,0.6,11.0,0.0,100.0,,inf,inf,1,28,7,4,0,0,18,1,1,0,6,0,0,0,0,0,0,0,0,0,9.3,0,33.3,22.2,inf,0,inf,0,1.6,4.5,42.1,1.0,3.8,inf,-293.9,-0.3,-285.1,0.3
Cynthia Konadu,Cynthia Konadu,,,1,0,0,0.0,1,0,0,0,0,15,15,1,0,1,0,0,0,0,0,1.0,26.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,100.0,,15.0,inf,1,31,6,3,0,1,24,1,0,1,9,0,1,0,0,0,0,0,0,0,7.8,0,37.5,12.5,31.0,0,24.0,0,1.3,8.0,16.0,1.5,0.0,31.0,-300.9,-0.9,-282.1,-0.0
Rashidatu Salia,Rashidatu Salia,,,1,0,0,0.0,1,6,4,0,0,19,24,1,0,0,0,1,0,0,0,0.8,20.0,25.0,0.0,6.0,6.0,0.0,100.0,0.0,0.2,24.0,0.0,100.0,,24.0,inf,1,20,7,1,0,0,18,3,0,3,5,0,0,0,0,0,0,0,0,0,6.7,0,27.8,5.6,inf,0,inf,0,1.1,18.0,45.0,1.4,1.5,inf,-294.9,-0.7,-293.1,-0.2
Miriam Ehsun,Miriam Ehsun,,,1,0,0,0.0,1,4,2,0,0,9,12,1,1,0,0,0,0,0,0,0.8,25.0,33.3,0.0,4.0,4.0,0.0,100.0,0.0,0.3,12.0,0.0,100.0,,12.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,2.0,,-296.9,-0.6,-313.1,
Rosine Irera,Rosine Irera,,,18,12,0,66.7,6,11,9,0,0,8,18,1,0,0,0,0,0,1,0,0.4,38.9,61.1,35.32,11.0,1.83,1.11,39.3,0.0,0.6,3.0,1.67,44.3,,18.0,inf,18,165,68,15,1,21,355,5,1,4,253,10,5,0,5,1,0,5,3,0,2.8,0,71.3,4.5,7.86,0,16.9,0,0.5,22.2,30.3,3.1,3.7,7.9,-289.9,-0.3,-148.1,-0.8
Elizabeth Annor,Elizabeth Annor,,,1,0,0,0.0,1,8,4,1,0,7,12,1,0,0,0,1,0,0,0,0.6,33.3,66.7,0.0,8.0,8.0,0.0,100.0,8.3,0.7,12.0,0.0,100.0,11.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,4.0,,-292.9,-0.2,-313.1,
Ellen Asante,Ellen Asante,,,1,0,0,0.0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,2.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.0,,-300.9,-0.9,-313.1,
Rozabel Asumadu,Rozabel Asumadu,,,1,0,0,0.0,1,6,6,0,0,2,8,1,1,0,0,0,0,0,0,0.2,55.6,75.0,0.0,6.0,6.0,0.0,100.0,0.0,0.8,8.0,0.0,100.0,,8.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,4.5,,-294.9,-0.1,-313.1,
Ivy Yeboah,Ivy Yeboah,,,1,0,0,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.0,,-300.9,-0.9,-313.1,
Sumaiya Akter,Sumaiya Akter,,,1,0,0,0.0,1,4,0,1,0,2,3,1,0,1,0,0,0,0,0,0.7,0.0,133.3,0.0,4.0,4.0,0.0,100.0,33.3,1.3,3.0,0.0,100.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.0,,-296.9,0.4,-313.1,
Waheeda Akhtar,Waheeda Akhtar,,,5,1,0,20.0,2,2,2,0,0,9,11,2,1,0,0,1,0,0,0,0.8,33.3,18.2,11.11,1.0,1.0,1.0,0.0,0.0,0.2,5.5,3.5,36.4,,5.5,inf,5,129,25,21,0,4,102,8,2,6,48,2,0,0,2,0,0,2,2,0,7.6,0,47.1,20.6,32.25,0,25.5,0,1.3,4.9,29.6,2.3,1.1,32.2,-298.9,-0.7,-184.1,-0.0
A Chaudhary,A Chaudhary,,,3,0,0,0.0,3,42,16,5,0,13,41,3,2,0,0,1,0,0,0,0.3,40.5,102.4,42.54,14.0,14.0,15.33,-9.5,12.2,1.0,13.7,8.22,40.0,5.0,13.7,8.2,3,46,11,6,1,0,30,1,1,0,10,0,0,0,0,0,0,0,0,0,9.2,0,33.3,23.3,inf,0,inf,0,1.5,4.3,45.2,1.2,6.1,inf,-258.9,0.1,-267.1,0.2
TO Thilappan,TO Thilappan,,,3,0,0,0.0,3,2,2,0,0,7,9,3,1,0,0,2,0,0,0,0.8,20.0,22.2,16.67,0.67,0.67,0.44,34.3,0.0,0.2,3.0,0.67,77.7,,3.0,inf,3,85,32,7,3,1,54,4,0,4,10,1,0,0,0,0,0,2,0,0,9.4,0,18.5,18.5,85.0,0,54.0,0,1.6,5.4,52.6,1.2,1.3,85.0,-298.9,-0.7,-228.1,0.3
R Kalimuthu,R Kalimuthu,,,8,3,0,37.5,5,26,10,2,1,5,22,1,1,0,0,0,0,0,0,0.2,59.1,118.2,19.64,26.0,5.2,5.04,3.0999999999999943,13.6,1.2,4.4,3.68,16.400000000000006,4.5,22.0,7.3,8,203,48,24,5,11,163,9,1,8,74,2,0,0,9,0,0,0,0,0,7.5,0,45.4,17.8,18.45,0,14.8,0,1.2,5.6,34.3,1.9,7.1,18.5,-274.9,0.3,-110.1,-0.1
PS Athavale,PS Athavale,,,18,12,0,66.7,15,337,101,35,10,97,263,14,0,2,0,9,0,2,1,0.4,37.9,128.1,36.77,24.07,22.47,16.29,27.5,17.1,1.3,17.5,11.04,36.9,5.8,18.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,,0,,,,0,,0,,,,0.0,7.7,,36.1,0.4,-313.1,
S Ghadigaonkar,S Ghadigaonkar,,,3,2,0,66.7,2,80,25,6,4,19,57,2,0,0,0,2,0,0,0,0.3,37.3,140.4,39.28,40.0,40.0,35.0,12.5,17.5,1.4,28.5,21.5,24.599999999999994,5.0,28.5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,,0,,,,0,,0,,,,0.0,8.4,,-220.9,0.5,-313.1,
SK Gharami,SK Gharami,,,1,0,0,0.0,1,1,1,0,0,4,6,1,0,0,0,1,0,0,0,0.7,16.7,16.7,0.0,1.0,1.0,0.0,100.0,0.0,0.2,6.0,0.0,100.0,,6.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,1.0,,-299.9,-0.7,-313.1,
RS Khaira,RS Khaira,,,1,0,0,0.0,1,4,2,0,0,4,7,1,0,1,0,0,0,0,0,0.6,42.9,57.1,0.0,4.0,4.0,0.0,100.0,0.0,0.6,7.0,0.0,100.0,,7.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.4,,-296.9,-0.3,-313.1,
S Habib Gandhi,S Habib Gandhi,,,1,0,0,0.0,1,12,4,2,0,7,13,1,0,0,0,0,1,0,0,0.5,53.8,92.3,0.0,12.0,12.0,0.0,100.0,15.4,0.9,13.0,0.0,100.0,6.0,13.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,5.5,,-288.9,0.0,-313.1,
Sourav Dey,Sourav Dey,,,3,2,0,66.7,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,3,54,28,3,1,1,48,2,1,1,13,0,0,0,1,0,0,0,0,0,6.8,0,27.1,8.3,54.0,0,48.0,0,1.1,12.0,56.0,1.3,0.0,54.0,-300.9,-0.9,-259.1,-0.2
Kaushik Maity,Kaushik Maity,,,1,0,0,0.0,1,21,14,0,0,3,20,0,0,0,0,0,0,0,0,0.2,70.0,105.0,0.0,inf,21.0,0.0,100.0,0.0,1.0,20.0,0.0,100.0,,inf,inf,1,18,4,0,2,0,12,0,0,0,5,0,0,0,0,0,0,1,0,0,9.0,0,41.7,16.7,inf,0,inf,0,1.5,6.0,50.0,1.0,6.3,inf,-279.9,0.1,-295.1,0.2
BA Roy,BA Roy,,,3,2,0,66.7,3,77,23,9,2,19,56,1,0,0,0,0,0,1,0,0.3,43.1,137.5,65.28,77.0,25.67,12.89,49.8,19.6,1.4,18.7,11.56,38.2,4.3,56.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.2,,-223.9,0.5,-313.1,
D Sheeli,D Sheeli,Right hand,,2,1,0,50.0,2,23,1,2,2,10,17,2,2,0,0,0,0,0,0,0.6,29.4,135.3,56.94,11.5,11.5,5.5,52.2,23.5,1.4,8.5,0.5,94.1,5.0,8.5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.1,,-277.9,0.5,-313.1,
V Nayanar,V Nayanar,,,1,0,0,0.0,1,7,3,1,0,3,7,1,0,0,0,1,0,0,0,0.4,42.9,100.0,0.0,7.0,7.0,0.0,100.0,14.3,1.0,7.0,0.0,100.0,2.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.0,,-293.9,0.1,-313.1,
Aryansh Sharma,Aryansh Sharma,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
AR Menon,AR Menon,,,1,0,0,0.0,1,2,2,0,0,3,5,1,1,0,0,0,0,0,0,0.6,20.0,40.0,0.0,2.0,2.0,0.0,100.0,0.0,0.4,5.0,0.0,100.0,,5.0,inf,1,12,2,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,16.7,33.3,inf,0,inf,0,2.0,3.0,50.0,1.0,2.4,inf,-298.9,-0.5,-301.1,0.7
H Bharadwaj,H Bharadwaj,,,6,3,0,50.0,2,1,1,0,0,4,6,2,1,0,0,1,0,0,0,0.7,16.7,16.7,10.0,0.5,0.5,0.5,0.0,0.0,0.2,3.0,2.0,33.3,,3.0,inf,6,144,58,12,3,4,126,3,0,3,45,1,1,0,1,0,1,1,0,0,6.9,0,35.7,11.9,36.0,0,31.5,0,1.1,8.4,45.7,1.3,1.0,36.0,-299.9,-0.7,-169.1,-0.2
E de Broughe,E de Broughe,,,5,1,0,20.0,5,89,28,12,1,23,67,4,0,0,0,4,0,0,0,0.3,42.3,132.8,60.66,22.25,17.8,18.56,-4.299999999999997,19.4,1.3,13.4,10.88,18.799999999999997,5.0,16.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,8.0,,-211.9,0.4,-313.1,
RR Sharan,RR Sharan,,,15,6,0,40.0,15,270,68,20,16,152,271,13,2,1,0,10,0,0,0,0.6,30.1,99.6,48.12,20.77,18.0,18.0,0.0,13.3,1.0,18.1,13.82,23.599999999999994,7.3,20.8,7.5,13,259,85,21,10,8,221,6,0,6,92,1,0,0,6,1,0,3,0,0,7.0,0,41.6,14.0,32.38,0,27.6,0,1.2,7.1,39.6,1.7,6.0,32.4,-30.9,0.1,-54.1,-0.1
US Hathinjar,US Hathinjar,,,15,6,0,40.0,14,225,71,21,8,107,225,14,5,2,0,5,0,2,0,0.5,34.6,100.0,40.46,16.07,16.07,11.53,28.299999999999997,12.9,1.0,16.1,9.37,41.8,8.9,16.1,7.8,2,44,9,3,2,3,30,5,0,5,12,1,0,0,2,0,0,6,2,1,8.8,0,40.0,16.7,14.67,0,10.0,0,1.5,6.0,25.7,1.3,6.0,14.7,-75.9,0.1,-269.1,0.2
DK Shetty,DK Shetty,,,5,3,0,60.0,1,5,3,0,0,1,5,0,0,0,0,0,0,0,0,0.2,33.3,100.0,0.0,inf,5.0,0.0,100.0,0.0,1.0,5.0,0.0,100.0,,inf,inf,5,100,34,6,4,4,87,7,1,6,38,2,0,0,2,0,0,0,1,0,6.9,0,43.7,11.5,25.0,0,21.8,0,1.1,8.7,37.6,1.7,6.0,25.0,-295.9,0.1,-213.1,-0.2
Luqman Butt,Luqman Butt,,,15,6,0,40.0,15,465,124,47,21,144,354,11,2,2,0,7,0,0,0,0.4,35.3,131.4,39.66,42.27,31.0,19.6,36.8,19.2,1.3,23.6,12.93,45.2,4.8,32.2,5.2,14,289,54,34,8,8,230,16,0,16,109,0,4,0,4,0,0,9,0,0,7.5,0,47.4,18.3,36.12,0,28.8,0,1.3,5.5,32.6,2.0,7.9,36.1,164.1,0.4,-24.1,-0.0
Lakshit Gupta,Lakshit Gupta,,,14,6,0,42.9,14,197,87,13,7,97,214,12,1,1,0,9,1,0,0,0.5,42.2,92.1,46.77,16.42,14.07,12.38,12.0,9.3,0.9,15.3,7.69,49.7,8.2,17.8,10.7,3,49,10,3,4,1,30,1,0,1,11,0,0,0,1,0,0,4,3,0,9.8,0,36.7,23.3,49.0,0,30.0,0,1.6,4.3,29.0,2.4,5.5,49.0,-103.9,0.0,-264.1,0.3
E Beukes,E Beukes,,,15,6,0,40.0,13,219,63,15,14,63,166,8,5,0,0,3,0,0,0,0.4,41.2,131.9,40.6,27.38,16.85,8.6,49.0,17.5,1.3,12.8,6.26,51.1,6.5,20.8,5.7,3,72,21,6,2,2,60,1,0,1,24,1,0,0,1,0,0,7,2,0,7.2,0,40.0,13.3,36.0,0,30.0,0,1.2,7.5,36.1,1.4,7.9,36.0,-81.9,0.4,-241.1,-0.1
Shah Abrar Hussain,Shah Abrar Hussain,,,6,2,0,33.3,3,14,10,1,0,15,26,3,1,0,0,2,0,0,0,0.6,59.3,53.8,9.88,4.67,4.67,4.22,9.599999999999994,3.8,0.5,8.7,6.22,28.5,10.0,8.7,26.0,4,105,28,7,7,5,66,3,0,3,22,1,1,0,3,0,0,1,0,0,9.5,0,33.3,21.2,21.0,0,13.2,0,1.6,4.7,39.7,1.7,3.2,21.0,-286.9,-0.4,-208.1,0.3
Prasad Anish,Prasad Anish,,,15,6,0,40.0,5,14,10,0,0,16,28,2,1,0,0,0,0,1,0,0.6,41.4,50.0,34.79,7.0,2.8,2.96,-5.700000000000003,0.0,0.5,5.6,4.72,15.700000000000003,,14.0,inf,4,53,13,5,2,0,29,2,0,2,6,0,0,0,0,0,0,2,0,0,11.0,0,20.7,24.1,inf,0,inf,0,1.8,4.1,38.7,2.0,3.0,inf,-286.9,-0.4,-260.1,0.5
PK Shoufeer,PK Shoufeer,,,6,2,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
GC Murtaza,GC Murtaza,,,14,6,0,42.9,3,0,0,0,0,4,4,3,2,0,0,1,0,0,0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.3,0.44,66.2,,1.3,inf,12,280,56,36,4,12,231,25,1,24,116,3,1,0,8,0,0,3,0,0,7.3,0,50.2,17.3,23.33,0,19.2,0,1.2,5.8,26.4,2.1,0.0,23.3,-300.9,-0.9,-33.1,-0.1
Sivakumar,Sivakumar,,,5,2,0,40.0,2,5,3,0,0,6,10,0,0,0,0,0,0,0,0,0.6,38.5,50.0,0.0,inf,2.5,0.5,80.0,0.0,0.5,5.0,1.0,80.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,3.0,,-295.9,-0.4,-313.1,
S Sheelan,S Sheelan,,,1,0,0,0.0,1,28,10,3,0,11,28,1,0,0,0,1,0,0,0,0.4,42.9,100.0,0.0,28.0,28.0,0.0,100.0,10.7,1.0,28.0,0.0,100.0,1.0,28.0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.0,,-272.9,0.1,-313.1,
KD Kesuma,KD Kesuma,,,14,5,0,35.7,12,189,37,18,9,96,178,12,3,0,0,7,0,2,0,0.5,33.0,106.2,33.83,15.75,15.75,8.75,44.4,15.2,1.1,14.8,7.47,49.5,4.1,14.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,,0,,,,0,,0,,,,0.0,6.4,,-111.9,0.2,-313.1,
S Bist,S Bist,,,2,1,0,50.0,1,3,3,0,0,6,10,1,0,0,0,1,0,0,0,0.6,70.0,30.0,0.0,3.0,3.0,0.0,100.0,0.0,0.3,10.0,0.0,100.0,,10.0,inf,2,24,12,1,0,0,36,6,0,6,22,0,0,0,0,0,0,0,1,0,4.0,0,61.1,2.8,inf,0,inf,0,0.7,36.0,34.1,2.2,1.8,inf,-297.9,-0.6,-289.1,-0.6
S Pakhrin,S Pakhrin,,,2,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,2,10,8,0,0,1,30,2,0,2,22,0,0,0,1,0,0,0,0,0,2.0,0,73.3,0.0,10.0,0,30.0,0,0.3,inf,21.9,2.4,,10.0,-300.9,,-303.1,-1.0
S Borakambi,S Borakambi,,,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,11,5,1,0,0,8,2,1,1,2,0,0,0,0,0,0,0,0,0,8.2,0,25.0,12.5,inf,0,inf,0,1.4,8.0,50.0,1.0,,inf,-300.9,,-302.1,0.1
S Ranade,S Ranade,,,2,0,0,0.0,2,0,0,0,0,6,6,2,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,33.3,,3.0,inf,2,15,8,1,0,1,12,3,0,3,3,0,0,0,1,0,0,0,0,0,7.5,0,25.0,8.3,15.0,0,12.0,0,1.2,12.0,40.0,1.5,0.0,15.0,-300.9,-0.9,-298.1,-0.1
P Gundecha,P Gundecha,,,1,0,0,0.0,1,1,1,0,0,10,11,0,0,0,0,0,0,0,0,0.9,45.5,9.1,0.0,inf,1.0,0.0,100.0,0.0,0.1,11.0,0.0,100.0,,inf,inf,1,23,5,1,0,1,12,4,1,3,1,1,0,0,0,0,0,0,0,0,11.5,0,8.3,8.3,23.0,0,12.0,0,1.9,12.0,46.7,1.0,0.5,23.0,-299.9,-0.8,-290.1,0.6
SD Hussein,SD Hussein,,,4,2,0,50.0,3,1,1,0,0,4,5,2,0,1,0,1,0,0,0,0.8,16.7,20.0,44.44,0.5,0.33,0.44,-33.30000000000001,0.0,0.2,1.7,0.44,74.1,,2.5,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,,0,,0,,,,0.0,1.2,,-299.9,-0.7,-313.1,
